USER_ID,ITEM_ID,OUTCOME
user_755,item_3,2
user_756,item_3,1
user_757,item_1,0
user_758,item_3,2
user_759,item_1,4
user_760,item_0,1
user_761,item_3,1
user_762,item_3,0
user_763,item_3,4
user_764,item_2,5
user_765,item_1,2
user_766,item_0,2
user_767,item_3,0
user_768,item_3,0
user_769,item_3,1
user_770,item_3,0
user_771,item_3,2
user_772,item_2,2
user_773,item_2,3
user_774,item_2,0
user_775,item_1,1
user_776,item_0,1
user_777,item_0,2
user_778,item_2,1
user_779,item_3,6
user_780,item_1,3
user_781,item_2,4
user_782,item_1,1
user_783,item_2,3
user_784,item_1,0
user_785,item_1,1
user_786,item_3,0
user_787,item_0,1
user_788,item_2,4
user_789,item_2,1
user_790,item_3,1
user_791,item_2,2
user_792,item_2,2
user_793,item_0,4
user_794,item_3,3
user_795,item_2,5
user_796,item_2,1
user_797,item_2,3
user_798,item_1,2
user_799,item_1,1
user_800,item_0,1
user_801,item_0,2
user_802,item_2,1
user_803,item_0,2
user_804,item_2,3
user_805,item_2,1
user_806,item_1,2
user_807,item_0,0
user_808,item_1,0
user_809,item_2,1
user_810,item_3,4
user_811,item_1,4
user_812,item_1,1
user_813,item_3,0
user_814,item_0,1
user_815,item_1,2
user_816,item_1,1
user_817,item_1,1
user_818,item_0,3
user_3489,item_0,1
user_820,item_0,2
user_821,item_2,2
user_822,item_1,0
user_823,item_1,3
user_2885,item_1,2
user_825,item_0,1
user_826,item_3,1
user_827,item_3,5
user_828,item_3,1
user_829,item_2,4
user_830,item_0,3
user_831,item_3,0
user_832,item_2,3
user_833,item_3,2
user_834,item_0,0
user_835,item_0,1
user_836,item_3,0
user_837,item_3,0
user_838,item_1,6
user_839,item_0,2
user_840,item_0,2
user_841,item_0,2
user_842,item_0,1
user_4349,item_0,1
user_844,item_2,4
user_845,item_1,2
user_846,item_0,1
user_847,item_0,4
user_848,item_2,1
user_849,item_0,7
user_850,item_1,4
user_851,item_2,1
user_852,item_2,1
user_853,item_1,1
user_854,item_0,3
user_855,item_3,0
user_1555,item_3,0
user_857,item_2,0
user_858,item_3,1
user_859,item_2,1
user_860,item_2,1
user_2490,item_0,5
user_862,item_2,1
user_863,item_3,2
user_864,item_3,1
user_865,item_0,1
user_2874,item_0,5
user_867,item_1,1
user_868,item_3,2
user_869,item_0,1
user_870,item_1,0
user_871,item_1,1
user_872,item_3,2
user_873,item_0,2
user_874,item_2,0
user_875,item_0,1
user_876,item_1,5
user_877,item_1,1
user_878,item_0,1
user_879,item_3,4
user_880,item_1,6
user_881,item_0,2
user_882,item_1,1
user_883,item_2,1
user_884,item_3,1
user_885,item_3,1
user_886,item_0,5
user_887,item_1,0
user_888,item_1,0
user_889,item_2,4
user_890,item_0,1
user_891,item_2,7
user_892,item_1,2
user_893,item_0,7
user_894,item_1,1
user_895,item_1,1
user_896,item_3,2
user_897,item_0,1
user_898,item_3,3
user_4228,item_1,1
user_900,item_2,1
user_901,item_1,1
user_902,item_1,5
user_903,item_2,2
user_904,item_1,2
user_905,item_1,1
user_906,item_0,1
user_907,item_2,2
user_908,item_0,0
user_909,item_1,1
user_910,item_1,1
user_911,item_3,2
user_912,item_3,1
user_913,item_0,3
user_914,item_3,2
user_915,item_2,9
user_916,item_0,1
user_917,item_2,1
user_918,item_3,2
user_919,item_1,1
user_920,item_3,1
user_921,item_3,3
user_922,item_3,1
user_923,item_1,2
user_924,item_2,1
user_925,item_3,0
user_926,item_1,0
user_927,item_3,1
user_928,item_0,3
user_929,item_1,2
user_930,item_2,3
user_931,item_0,1
user_932,item_2,1
user_1177,item_1,1
user_2602,item_2,1
user_935,item_2,1
user_936,item_0,8
user_937,item_2,0
user_938,item_1,1
user_939,item_3,1
user_940,item_0,2
user_941,item_1,1
user_942,item_1,4
user_943,item_0,0
user_944,item_1,2
user_945,item_3,5
user_946,item_3,0
user_947,item_3,2
user_948,item_0,2
user_949,item_1,3
user_950,item_1,2
user_951,item_3,1
user_952,item_0,2
user_953,item_0,0
user_954,item_1,2
user_955,item_0,1
user_956,item_2,5
user_957,item_3,1
user_958,item_3,2
user_959,item_0,0
user_960,item_3,2
user_961,item_0,3
user_962,item_2,2
user_963,item_0,1
user_964,item_1,3
user_965,item_0,1
user_966,item_1,0
user_967,item_0,1
user_968,item_2,4
user_969,item_0,1
user_970,item_0,1
user_971,item_2,2
user_972,item_1,0
user_3095,item_3,2
user_974,item_0,0
user_975,item_0,6
user_976,item_0,8
user_977,item_3,1
user_978,item_3,1
user_979,item_2,0
user_980,item_0,0
user_981,item_1,2
user_982,item_0,2
user_983,item_2,1
user_984,item_0,5
user_985,item_0,1
user_986,item_0,3
user_987,item_0,2
user_988,item_0,3
user_989,item_2,2
user_990,item_3,5
user_991,item_2,3
user_992,item_1,1
user_3854,item_3,2
user_994,item_1,2
user_995,item_3,7
user_996,item_0,1
user_997,item_0,3
user_998,item_1,0
user_999,item_0,2
user_1000,item_1,9
user_1001,item_0,1
user_1002,item_0,3
user_1003,item_0,6
user_1004,item_2,2
user_1005,item_3,1
user_1006,item_0,3
user_1007,item_0,4
user_4245,item_1,1
user_1009,item_3,1
user_1010,item_2,3
user_1011,item_2,3
user_1012,item_0,3
user_1013,item_0,1
user_1014,item_1,0
user_1015,item_3,2
user_1016,item_1,4
user_1017,item_1,3
user_1018,item_1,1
user_1019,item_1,6
user_2593,item_3,2
user_1021,item_0,6
user_1022,item_2,2
user_1023,item_1,4
user_1024,item_3,3
user_1025,item_2,2
user_1026,item_0,2
user_1027,item_3,5
user_1028,item_3,5
user_1029,item_1,0
user_1030,item_2,2
user_1031,item_1,1
user_1032,item_0,3
user_1033,item_3,1
user_1034,item_3,1
user_1035,item_1,1
user_3395,item_0,7
user_4971,item_0,0
user_1038,item_0,1
user_1039,item_2,1
user_1040,item_2,1
user_1041,item_0,1
user_1042,item_2,0
user_1043,item_2,2
user_1044,item_0,2
user_1045,item_2,1
user_1046,item_2,5
user_1047,item_2,4
user_1048,item_2,3
user_1049,item_2,2
user_1050,item_1,4
user_1051,item_3,1
user_3940,item_2,3
user_1053,item_0,7
user_1054,item_3,1
user_1055,item_0,0
user_1056,item_2,1
user_1057,item_1,5
user_1058,item_3,1
user_1059,item_1,1
user_1060,item_1,1
user_1061,item_0,2
user_1062,item_0,7
user_1063,item_1,6
user_1064,item_0,2
user_4300,item_3,1
user_1066,item_1,6
user_1067,item_1,2
user_1068,item_1,1
user_1069,item_0,2
user_1070,item_3,5
user_1071,item_3,1
user_1072,item_0,1
user_1073,item_2,1
user_1074,item_3,0
user_1075,item_1,4
user_3617,item_0,1
user_1077,item_2,3
user_1078,item_0,1
user_1079,item_2,1
user_1080,item_3,2
user_3317,item_2,0
user_1082,item_3,2
user_1083,item_3,1
user_1084,item_1,2
user_4043,item_3,1
user_1086,item_1,2
user_1087,item_1,4
user_1088,item_2,0
user_1089,item_3,0
user_1090,item_1,1
user_1091,item_0,1
user_1092,item_3,3
user_1093,item_1,2
user_1094,item_3,4
user_1095,item_3,1
user_1096,item_2,2
user_1097,item_1,1
user_1098,item_0,1
user_1099,item_1,1
user_1100,item_3,0
user_1101,item_3,2
user_1102,item_0,7
user_4030,item_3,1
user_1104,item_0,3
user_1105,item_2,2
user_1106,item_2,1
user_1107,item_0,1
user_1108,item_1,5
user_1109,item_3,2
user_1110,item_1,1
user_1111,item_1,0
user_1112,item_0,4
user_1113,item_3,1
user_1114,item_0,0
user_1115,item_2,5
user_1116,item_0,0
user_1117,item_0,1
user_1118,item_1,1
user_1119,item_2,2
user_1120,item_0,1
user_1121,item_0,2
user_1122,item_3,2
user_1123,item_2,1
user_1124,item_3,1
user_1125,item_2,10
user_1126,item_0,3
user_1127,item_0,1
user_1128,item_0,0
user_1129,item_1,3
user_1130,item_3,3
user_1131,item_2,0
user_1132,item_3,1
user_1133,item_2,1
user_1134,item_2,3
user_4584,item_0,1
user_1136,item_1,2
user_1137,item_0,2
user_1138,item_0,1
user_1139,item_1,6
user_1140,item_3,0
user_1141,item_0,1
user_1142,item_0,1
user_1143,item_1,2
user_1144,item_3,1
user_1145,item_1,1
user_1146,item_3,1
user_1147,item_3,2
user_1148,item_2,1
user_1149,item_1,1
user_1150,item_1,3
user_1527,item_1,1
user_2365,item_0,1
user_1153,item_0,1
user_1154,item_1,4
user_1155,item_2,2
user_1156,item_0,3
user_1157,item_3,3
user_1158,item_1,1
user_1159,item_3,2
user_1160,item_1,0
user_1161,item_0,3
user_1162,item_0,1
user_1163,item_3,1
user_1164,item_1,1
user_1165,item_1,9
user_1166,item_2,0
user_2717,item_3,1
user_1168,item_3,3
user_1169,item_0,2
user_1170,item_3,4
user_1171,item_2,5
user_1172,item_1,1
user_1173,item_2,2
user_1174,item_3,1
user_1175,item_2,0
user_1176,item_1,0
user_1177,item_1,1
user_1178,item_0,1
user_1179,item_3,2
user_1180,item_0,1
user_1689,item_3,1
user_1182,item_1,3
user_1183,item_3,8
user_1184,item_0,2
user_1185,item_3,2
user_1186,item_1,1
user_1187,item_2,0
user_1188,item_0,0
user_1189,item_1,0
user_1190,item_0,4
user_1191,item_3,2
user_1192,item_0,2
user_1193,item_0,4
user_1194,item_0,3
user_1195,item_2,3
user_1196,item_3,3
user_1197,item_1,4
user_1198,item_0,1
user_1199,item_1,1
user_1200,item_0,2
user_1201,item_2,0
user_1202,item_2,2
user_1203,item_3,3
user_1204,item_3,1
user_1205,item_1,1
user_1206,item_3,1
user_1207,item_1,1
user_1208,item_0,5
user_1209,item_1,3
user_1210,item_0,1
user_1211,item_0,2
user_1212,item_2,1
user_3285,item_0,1
user_1214,item_0,2
user_1215,item_3,0
user_1216,item_1,3
user_1217,item_1,0
user_1218,item_2,1
user_1219,item_0,2
user_1220,item_0,0
user_1221,item_2,2
user_1222,item_3,3
user_1223,item_1,0
user_1224,item_1,2
user_1225,item_3,1
user_1226,item_3,1
user_3612,item_3,1
user_1228,item_3,0
user_1229,item_0,5
user_1230,item_2,2
user_1231,item_0,1
user_1232,item_1,3
user_1233,item_2,2
user_4328,item_1,1
user_1235,item_2,1
user_1236,item_0,2
user_4177,item_1,1
user_1238,item_1,3
user_1239,item_1,1
user_1240,item_3,9
user_1241,item_0,2
user_1242,item_3,1
user_1243,item_0,1
user_1244,item_0,2
user_1245,item_1,2
user_1246,item_0,7
user_1247,item_1,1
user_1248,item_2,1
user_1249,item_2,0
user_1250,item_3,0
user_1251,item_2,7
user_1252,item_3,1
user_1253,item_3,0
user_1254,item_0,1
user_3846,item_0,4
user_1517,item_3,1
user_1257,item_0,1
user_1258,item_2,3
user_1259,item_2,2
user_1260,item_2,2
user_1261,item_2,1
user_1262,item_2,2
user_1263,item_1,1
user_1527,item_1,1
user_1265,item_2,1
user_1266,item_3,3
user_1267,item_3,1
user_1268,item_3,6
user_1269,item_0,2
user_1270,item_3,0
user_1271,item_2,1
user_1272,item_1,2
user_1273,item_2,1
user_1274,item_0,2
user_1275,item_3,5
user_1276,item_1,3
user_1277,item_0,2
user_1278,item_1,4
user_1279,item_3,1
user_1280,item_3,0
user_1281,item_3,3
user_1282,item_3,1
user_1283,item_1,8
user_1284,item_3,1
user_1285,item_0,4
user_1286,item_0,0
user_1287,item_0,0
user_1288,item_2,1
user_1289,item_0,4
user_1290,item_2,6
user_1291,item_1,1
user_1292,item_1,1
user_1293,item_0,3
user_1294,item_3,2
user_1295,item_1,3
user_1296,item_2,9
user_1297,item_3,0
user_1298,item_2,6
user_1299,item_3,1
user_1300,item_0,2
user_1301,item_2,4
user_1302,item_3,1
user_1303,item_2,1
user_3317,item_2,0
user_1305,item_0,4
user_1306,item_2,2
user_1307,item_0,2
user_1308,item_1,1
user_1309,item_0,2
user_1310,item_0,0
user_1311,item_3,2
user_4654,item_0,1
user_1313,item_0,1
user_1314,item_1,1
user_4308,item_1,1
user_1316,item_0,1
user_1317,item_0,2
user_1318,item_3,0
user_2777,item_1,1
user_1320,item_3,2
user_1321,item_0,0
user_1322,item_1,2
user_1323,item_1,0
user_3180,item_3,0
user_1325,item_3,3
user_4618,item_1,2
user_1327,item_0,3
user_1328,item_3,2
user_1329,item_3,0
user_1330,item_2,1
user_1331,item_1,0
user_1332,item_0,3
user_1333,item_0,2
user_4815,item_0,0
user_1335,item_2,1
user_1336,item_2,1
user_1337,item_0,2
user_1338,item_2,2
user_1339,item_0,1
user_1340,item_1,1
user_1341,item_3,0
user_1342,item_1,3
user_1343,item_0,0
user_1344,item_1,2
user_1345,item_3,1
user_1346,item_1,1
user_1347,item_1,1
user_1348,item_2,2
user_1349,item_1,3
user_1350,item_0,1
user_1351,item_1,1
user_1352,item_0,1
user_1353,item_1,0
