USER_ID,feat1,feat2,feat3,onehot1,onehot2,pca_0,pca_1,pca_2
user_102,16.0,1,0.0,1,0,-0.0091819743011807,-0.0086869216918021,-0.010174374175255
user_103,30.0,1,999.83,1,0,-0.0458049384852299,-0.0340192276700686,-0.0604135280731882
user_104,46.0,1,484.25,1,0,-0.0348486518490824,-0.0478238556854101,-0.0813983891132997
user_105,20.0,2,4066.63,0,1,-0.0348486518490824,-0.0478238556854101,-0.0813983891132997
user_106,19.0,1,1567.69,1,0,-0.0878111663434174,-0.1483133393119886,0.8095117208267392
user_107,20.0,2,110.0,0,1,-0.0103523456949801,-0.0098913867432161,-0.0142153327193676
user_108,27.0,3,2238.08,0,1,-0.0109696425553003,-0.0100493932486973,-0.0128669460992046
user_109,30.0,2,1240.03,0,1,-0.0164352517593696,-0.0148182212635881,-0.012404819093614
user_110,34.0,5,998.7,0,1,-0.0093505269858982,-0.0088826528794212,-0.0103460598444965
user_111,21.0,2,288.69,1,0,-0.0078001968805587,-0.0073374205366996,-0.0084604901454722
user_112,24.0,2,4127.79,1,0,-0.0117614700420712,-0.0113112728499036,-0.0133296684560397
user_113,52.0,2,21380.11,0,1,-0.0114063668448765,-0.0110580436371568,-0.0132073327007175
user_114,63.0,2,18054.03,0,1,-0.0086733185509539,-0.0197995838860359,-0.0179386126902791
user_115,41.0,1,2546.0,1,0,-0.0089566744225457,-0.0084735988695775,-0.0098926190404259
user_116,35.0,1,3485.71,0,1,-0.0167647342194453,-0.0169050232770802,-0.0215527488741415
user_117,21.0,2,98.36,0,1,-0.012486999195049,-0.0108536467923297,-0.0132274726645442
user_118,28.0,1,3443.74,1,0,-0.0088109792368124,-0.00833354145502,-0.0097149091593252
user_119,27.0,2,1063.58,0,1,-0.0323372491929997,-0.0247670891695206,-0.0308421181722808
user_120,17.0,1,33.57,1,0,-0.005265017931626,-0.0153984155426852,-0.0201356416210628
user_121,22.0,3,2014.69,1,0,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_2376,49.0,1,129363.06,1,0,-0.0086330924178821,-0.0158957118566247,-0.0101277707252898
user_123,74.0,2,3651.38,1,0,-0.2327945103433476,0.9080443945905624,0.1172216103938166
user_124,22.0,3,2860.01,0,1,-0.0114727747674654,-0.0103172157046422,-0.0173805138587653
user_125,42.0,2,4266.18,0,1,-0.010617110569037,-0.0101827094183631,-0.0129467964320136
user_126,23.0,8,4693.02,1,0,-0.0071986852690712,-0.0067504993452363,-0.0077361841442298
user_127,47.0,1,8668.23,1,0,-0.0108351820454095,-0.0105647140464813,-0.0148174985505997
user_128,23.0,1,1703.0,0,1,-0.0258903659074592,-0.018640717609547,-0.0240270493883347
user_129,27.0,3,4593.0,0,1,-0.0093505269858982,-0.0088826528794212,-0.0103460598444965
user_130,40.0,4,9680.71,0,1,-0.0348486518490824,-0.0478238556854101,-0.0813983891132997
user_131,35.0,0,0.0,0,1,-0.0086733185509539,-0.0197995838860359,-0.0179386126902791
user_132,22.0,1,1110.8,1,0,-0.0092287310245314,-0.0087368652151751,-0.010250728981504
user_133,46.0,2,6957.11,0,1,-0.0601265350219508,-0.0967780099591847,-0.4867987843722361
user_2253,52.0,1,17025.99,0,1,-0.0089566744225457,-0.0084735988695775,-0.0098926190404259
user_135,47.0,3,13167.1,0,1,-0.0185792983112114,-0.0170950365960119,-0.0181182675038179
user_136,22.0,1,447.38,1,0,-0.0116972338874651,-0.0108467006663892,-0.0133073840709307
user_137,25.0,1,3743.04,0,1,-0.0092314892715888,-0.0087729065689227,-0.0102028676243533
user_138,38.0,1,54109.18,0,1,-0.0086330924178821,-0.0158957118566247,-0.0101277707252898
user_139,20.0,2,119.38,0,1,-0.0164352517593696,-0.0148182212635881,-0.012404819093614
user_140,61.0,1,1478.53,0,1,-0.0080906029944173,-0.007622157349417,-0.0088159495204993
user_141,20.0,1,725.0,1,0,-0.0109696425553003,-0.0100493932486973,-0.0128669460992046
user_142,22.0,1,0.0,1,0,-0.0084144260088932,-0.0079388147471399,-0.0092127065711152
user_143,19.0,1,367.79,1,0,-0.0387101084830282,-0.0571969806024211,-0.1189870565517403
user_144,20.0,2,1196.62,0,1,-0.0185792983112114,-0.0170950365960119,-0.0181182675038179
user_145,19.0,2,1572.81,1,0,-0.2327945103433476,0.9080443945905624,0.1172216103938166
user_146,48.0,2,6608.08,0,1,-0.0346639630029758,-0.0425550635008467,-0.0729990159239646
user_147,30.0,2,6117.48,1,0,-0.0086733185509539,-0.0197995838860359,-0.0179386126902791
user_148,18.0,3,181.37,0,1,-0.0079943233176376,-0.0075273874272482,-0.0086975538846104
user_149,19.0,2,564.69,0,1,0.9517677023948826,0.1469317379714371,0.0742968144818524
user_150,46.0,2,2371.33,0,1,-0.0122661810319759,-0.0186017226904222,-0.0109915164365222
user_151,25.0,1,3127.21,0,1,-0.0601265350219508,-0.0967780099591847,-0.4867987843722361
user_152,15.0,1,0.0,1,0,-0.0348486518490824,-0.0478238556854101,-0.0813983891132997
user_153,19.0,2,297.17,0,1,-0.0087806835870087,-0.0083099845385708,-0.0096888283439829
user_154,26.0,1,3055.75,1,0,-0.0081979229051727,-0.0077288849881906,-0.008947551338529
user_155,38.0,2,1373.07,1,0,-0.0387101084830282,-0.0571969806024211,-0.1189870565517403
user_156,21.0,2,2.65,0,1,-0.0086733185509539,-0.0197995838860359,-0.0179386126902791
user_157,58.0,1,13539.34,0,1,-0.0323372491929997,-0.0247670891695206,-0.0308421181722808
user_158,29.0,1,2154.08,1,0,-0.0108351820454095,-0.0105647140464813,-0.0148174985505997
user_159,17.0,1,0.0,0,1,-0.0117614700420712,-0.0113112728499036,-0.0133296684560397
user_160,37.0,2,1991.61,1,0,-0.0114727747674654,-0.0103172157046422,-0.0173805138587653
user_161,29.0,1,7341.2,0,1,-0.0379263897077516,-0.0237937058519379,-0.0372667748627681
user_162,32.0,2,12315.15,0,1,-0.005265017931626,-0.0153984155426852,-0.0201356416210628
user_163,22.0,1,139.1,0,1,-0.0103523456949801,-0.0098913867432161,-0.0142153327193676
user_164,33.0,3,628.17,1,0,-0.0098713109392396,-0.009516561950906,-0.011186468353045
user_165,47.0,3,2432.24,1,0,-0.0092287310245314,-0.0087368652151751,-0.010250728981504
user_166,17.0,1,270.83,0,1,-0.0114063668448765,-0.0110580436371568,-0.0132073327007175
user_167,23.0,2,6160.0,0,1,-0.005265017931626,-0.0153984155426852,-0.0201356416210628
user_168,28.0,1,8810.01,1,0,-0.0114727747674654,-0.0103172157046422,-0.0173805138587653
user_169,22.0,1,42.14,0,1,-0.0346639630029758,-0.0425550635008467,-0.0729990159239646
user_170,22.0,2,1129.83,1,0,-0.0114063668448765,-0.0110580436371568,-0.0132073327007175
user_171,43.0,1,826.67,1,0,-0.0087806835870087,-0.0083099845385708,-0.0096888283439829
user_172,22.0,1,1397.01,0,1,-0.0075579433434233,-0.0071006143787817,-0.0081670015514172
user_173,45.0,1,1742.47,1,0,-0.0348486518490824,-0.0478238556854101,-0.0813983891132997
user_174,18.0,2,1497.69,0,1,-0.0117614700420712,-0.0113112728499036,-0.0133296684560397
user_175,16.0,1,716.88,1,0,-0.0086826555435036,-0.0082017368984735,-0.0095508416003705
user_176,46.0,3,5133.99,1,0,-0.0348486518490824,-0.0478238556854101,-0.0813983891132997
user_177,30.0,4,3625.52,1,0,-0.0086733185509539,-0.0197995838860359,-0.0179386126902791
user_178,19.0,1,244.2,1,0,-0.0084144260088932,-0.0079388147471399,-0.0092127065711152
user_179,35.0,1,54817.24,0,1,0.9517677023948826,0.1469317379714371,0.0742968144818524
user_180,31.0,1,8730.57,0,1,-0.0086330924178821,-0.0158957118566247,-0.0101277707252898
user_2606,71.0,0,0.0,0,1,-0.0149586762748768,-0.0120176864765631,-0.0152057951603293
user_182,60.0,3,666.71,1,0,-0.0149586762748768,-0.0120176864765631,-0.0152057951603293
user_183,32.0,4,5865.22,1,0,-0.0346639630029758,-0.0425550635008467,-0.0729990159239646
user_184,25.0,2,574.16,1,0,-0.0077251744517924,-0.0072640222395612,-0.0083693197941902
user_185,45.0,2,13107.77,1,0,-0.0086826555435036,-0.0082017368984735,-0.0095508416003705
user_4245,47.0,3,37164.76,1,0,-0.0116972338874651,-0.0108467006663892,-0.0133073840709307
user_187,25.0,1,564.0,0,1,-0.0878111663434174,-0.1483133393119886,0.8095117208267392
user_188,20.0,2,1406.0,1,0,-0.0075508346068478,-0.007093671611972,-0.0081584345360437
user_2935,19.0,1,327.72,1,0,-0.0081399233471,-0.0076702167052186,-0.0088757634038523
user_190,65.0,0,0.0,0,1,-0.0092314892715888,-0.0087729065689227,-0.0102028676243533
user_191,35.0,2,6643.0,0,1,-0.0080423014459106,-0.007574446790343,-0.0087567909818463
user_192,26.0,2,3014.15,0,1,-0.0072704196276427,-0.0068203127240989,-0.0078218013700334
user_193,27.0,1,2563.74,1,0,-0.0108351820454095,-0.0105647140464813,-0.0148174985505997
user_194,19.0,1,149.29,1,0,-0.0114727747674654,-0.0103172157046422,-0.0173805138587653
user_195,32.0,1,531.52,1,0,0.9517677023948826,0.1469317379714371,0.0742968144818524
user_196,36.0,2,11384.4,1,0,-0.0404245471631254,-0.0340881597333485,-0.0534362756543944
user_197,22.0,1,1073.35,0,1,-0.0102284170793531,-0.0097257664646731,-0.0111693331518933
user_198,53.0,1,6149.14,0,1,-0.0348486518490824,-0.0478238556854101,-0.0813983891132997
user_199,37.0,4,33.37,1,0,-0.0458049384852299,-0.0340192276700686,-0.0604135280731882
user_200,62.0,1,5470.86,0,1,-0.0105784471602583,-0.0195911102927138,-0.0254228584729996
user_201,53.0,3,14018.45,1,0,-0.0273493137478794,-0.0220210117251965,-0.026824948167886
user_202,38.0,2,6537.92,0,1,-0.0273493137478794,-0.0220210117251965,-0.026824948167886
user_203,23.0,2,5027.2,1,0,-0.012486999195049,-0.0108536467923297,-0.0132274726645442
user_4101,41.0,2,31.69,0,1,-0.0077251744517924,-0.0072640222395612,-0.0083693197941902
user_205,43.0,1,46447.23,1,0,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_206,17.0,1,0.0,0,1,-0.0273493137478794,-0.0220210117251965,-0.026824948167886
user_207,29.0,2,4537.0,1,0,-0.0114063668448765,-0.0110580436371568,-0.0132073327007175
user_208,40.0,2,2161.93,1,0,-0.0077850734756643,-0.0073225927962721,-0.0084421469461525
user_209,16.0,1,1.99,1,0,-0.0116972338874651,-0.0108467006663892,-0.0133073840709307
user_210,40.0,1,3700.03,1,0,-0.0404245471631254,-0.0340881597333485,-0.0534362756543944
user_211,37.0,1,11158.31,0,1,-0.0089555046774062,-0.0084569917613837,-0.0099135114357335
user_212,25.0,1,744.69,0,1,-0.0878111663434174,-0.1483133393119886,0.8095117208267392
user_213,19.0,1,153.91,1,0,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_214,29.0,1,3847.71,1,0,-0.0086733185509539,-0.0197995838860359,-0.0179386126902791
user_215,38.0,1,4840.08,1,0,-0.0086733185509539,-0.0197995838860359,-0.0179386126902791
user_216,42.0,3,18532.57,1,0,-0.0164352517593696,-0.0148182212635881,-0.012404819093614
user_217,16.0,1,521.0,1,0,-0.011955060458026,-0.0100262116542784,-0.0147846492579703
user_218,16.0,1,0.0,1,0,-0.0086330924178821,-0.0158957118566247,-0.0101277707252898
user_219,27.0,2,1448.86,1,0,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_220,51.0,1,198700.95,1,0,-0.0086330924178821,-0.0158957118566247,-0.0101277707252898
user_221,31.0,3,673.73,1,0,-0.0086826555435036,-0.0082017368984735,-0.0095508416003705
user_222,33.0,1,11624.93,0,1,-0.2327945103433476,0.9080443945905624,0.1172216103938166
user_4815,26.0,1,4416.76,1,0,-0.0102284170793531,-0.0097257664646731,-0.0111693331518933
user_224,27.0,1,1601.0,1,0,-0.0323372491929997,-0.0247670891695206,-0.0308421181722808
user_225,29.0,1,771.32,1,0,-0.0110412228001176,-0.0105134672199618,-0.0125342715018259
user_226,34.0,1,6850.68,0,1,-0.0075579433434233,-0.0071006143787817,-0.0081670015514172
user_227,35.0,1,3090.61,1,0,-0.010617110569037,-0.0101827094183631,-0.0129467964320136
user_228,27.0,1,7696.59,1,0,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_229,33.0,1,758.11,0,1,-0.0323372491929997,-0.0247670891695206,-0.0308421181722808
user_230,29.0,1,3924.76,1,0,-0.0090123088833545,-0.0085307342592019,-0.0099702107653989
user_231,63.0,4,1404.53,0,1,-0.0387101084830282,-0.0571969806024211,-0.1189870565517403
user_232,29.0,1,8983.81,0,1,-0.0185792983112114,-0.0170950365960119,-0.0181182675038179
user_233,31.0,1,8614.89,0,1,-0.0167647342194453,-0.0169050232770802,-0.0215527488741415
user_234,32.0,1,5489.8,1,0,-0.0112894727577268,-0.0104233732514099,-0.0127717040978554
user_235,37.0,2,8849.5,0,1,-0.0088636778814499,-0.008374195957983,-0.0097698736337095
user_236,19.0,1,0.0,0,1,-0.0102253721111038,-0.0096713378674832,-0.0119876955579217
user_237,72.0,0,0.0,0,1,-0.0068896461666672,-0.0064502911241961,-0.0073696119503279
user_238,22.0,1,1142.97,0,1,-0.0078001968805587,-0.0073374205366996,-0.0084604901454722
user_239,23.0,2,69.09,1,0,-0.0116972338874651,-0.0108467006663892,-0.0133073840709307
user_240,27.0,3,542.94,1,0,-0.0118307136655583,-0.0140374616994449,-0.0151403630572832
user_241,19.0,2,277.88,0,1,-0.0102284170793531,-0.0097257664646731,-0.0111693331518933
user_242,56.0,0,0.0,1,0,-0.0346639630029758,-0.0425550635008467,-0.0729990159239646
user_243,64.0,1,0.0,1,0,-0.0164352517593696,-0.0148182212635881,-0.012404819093614
user_244,37.0,4,5473.12,0,1,-0.0348486518490824,-0.0478238556854101,-0.0813983891132997
user_245,51.0,1,15263.81,1,0,0.9517677023948826,0.1469317379714371,0.0742968144818524
user_246,28.0,0,0.0,0,1,-0.0097553598425298,-0.0093053908178812,-0.0110303211208528
user_247,29.0,2,801.58,1,0,-0.0085536708500466,-0.0080777082863008,-0.0093925348233872
user_248,22.0,1,992.75,1,0,-0.0167647342194453,-0.0169050232770802,-0.0215527488741415
user_249,21.0,1,83.0,0,1,-0.0114063668448765,-0.0110580436371568,-0.0132073327007175
user_250,22.0,2,2059.16,0,1,-0.0167647342194453,-0.0169050232770802,-0.0215527488741415
user_1846,48.0,1,451.0,1,0,-0.0258903659074592,-0.018640717609547,-0.0240270493883347
user_252,53.0,1,9072.0,1,0,-0.0103523456949801,-0.0098913867432161,-0.0142153327193676
user_253,68.0,3,2070.33,1,0,-0.0404245471631254,-0.0340881597333485,-0.0534362756543944
user_254,19.0,1,690.67,0,1,0.9517677023948826,0.1469317379714371,0.0742968144818524
user_255,19.0,1,3497.67,1,0,-0.0114727747674654,-0.0103172157046422,-0.0173805138587653
user_256,19.0,1,22.29,1,0,-0.0107481274432171,-0.0105632372436928,-0.0119991442011091
user_257,17.0,1,0.0,1,0,-0.0079311600524753,-0.0074656824879719,-0.0086199932900905
user_258,28.0,2,1299.52,0,1,-0.0118307136655583,-0.0140374616994449,-0.0151403630572832
user_259,22.0,1,224.0,1,0,-0.0084849904936944,-0.0080087122986442,-0.0093047669353243
user_260,22.0,2,159.11,1,0,-0.0093505269858982,-0.0088826528794212,-0.0103460598444965
user_261,21.0,2,1305.57,1,0,-0.0148144388868384,-0.0103768234202338,-0.0172296515364203
user_262,20.0,1,0.0,1,0,-0.0103523456949801,-0.0098913867432161,-0.0142153327193676
user_754,61.0,0,0.0,1,0,-0.0167647342194453,-0.0169050232770802,-0.0215527488741415
user_264,21.0,1,1331.58,1,0,-0.0110412228001176,-0.0105134672199618,-0.0125342715018259
user_265,27.0,1,24610.67,1,0,-0.0458049384852299,-0.0340192276700686,-0.0604135280731882
user_266,22.0,2,137.01,0,1,-0.0093843623256394,-0.0089005060659201,-0.0104213697715555
user_267,34.0,1,1363.07,1,0,-0.0107481274432171,-0.0105632372436928,-0.0119991442011091
user_268,32.0,3,8524.0,1,0,-0.0122661810319759,-0.0186017226904222,-0.0109915164365222
user_269,57.0,1,9564.26,1,0,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_270,42.0,1,4792.16,1,0,-0.0404245471631254,-0.0340881597333485,-0.0534362756543944
user_271,55.0,1,548.49,0,1,-0.0116972338874651,-0.0108467006663892,-0.0133073840709307
user_272,57.0,1,3386.88,0,1,-0.0601265350219508,-0.0967780099591847,-0.4867987843722361
user_273,29.0,2,26835.97,1,0,-0.0114063668448765,-0.0110580436371568,-0.0132073327007175
user_274,35.0,1,2307.87,1,0,-0.0118307136655583,-0.0140374616994449,-0.0151403630572832
user_275,22.0,2,4589.39,1,0,-0.0273493137478794,-0.0220210117251965,-0.026824948167886
user_276,31.0,1,0.0,0,1,-0.0099429590499682,-0.0094857014729951,-0.0182380115396929
user_277,22.0,1,1388.0,1,0,-0.0387101084830282,-0.0571969806024211,-0.1189870565517403
user_278,26.0,1,1327.31,1,0,-0.011955060458026,-0.0100262116542784,-0.0147846492579703
user_279,32.0,2,104.87,1,0,-0.0112894727577268,-0.0104233732514099,-0.0127717040978554
user_280,18.0,1,104.21,1,0,-0.0164352517593696,-0.0148182212635881,-0.012404819093614
user_281,19.0,4,215.96,1,0,-0.0084479178743021,-0.0079706617595626,-0.0092561845507921
user_282,32.0,1,2490.09,0,1,-0.0148144388868384,-0.0103768234202338,-0.0172296515364203
user_283,59.0,4,2964.21,1,0,-0.0185792983112114,-0.0170950365960119,-0.0181182675038179
user_284,22.0,2,167.74,0,1,-0.0115013497161284,-0.0113917786949927,-0.0128558522620594
user_285,57.0,3,278.12,1,0,-0.0122661810319759,-0.0186017226904222,-0.0109915164365222
user_286,26.0,0,0.0,1,0,-0.0103523456949801,-0.0098913867432161,-0.0142153327193676
user_287,43.0,1,2792.37,1,0,-0.1158262210214182,-0.3260365880861497,0.214398888633284
