USER_ID,gender_male,age_norm,occ_norm
424,1.0,0.44642857142857145,0.85
425,1.0,0.44642857142857145,0.6
426,1.0,0.32142857142857145,0.2
427,1.0,0.625,0.6
428,0.0,0.32142857142857145,0.2
429,1.0,0.32142857142857145,0.0
430,0.0,0.32142857142857145,0.5
431,1.0,0.32142857142857145,0.5
432,1.0,0.8035714285714286,0.8
433,1.0,0.8928571428571429,0.3
434,0.0,0.8035714285714286,0.15
435,1.0,0.44642857142857145,0.35
436,1.0,0.32142857142857145,0.2
437,1.0,0.625,0.85
438,1.0,0.32142857142857145,0.55
439,1.0,0.625,0.7
440,1.0,1.0,0.05
441,1.0,0.625,0.05
442,1.0,0.44642857142857145,0.05
443,1.0,0.44642857142857145,0.15
444,1.0,1.0,0.0
445,1.0,0.8035714285714286,0.6
446,0.0,0.8928571428571429,0.0
447,0.0,0.8035714285714286,0.55
448,1.0,0.44642857142857145,0.85
449,1.0,0.44642857142857145,0.35
450,1.0,0.8035714285714286,0.05
451,1.0,1.0,0.65
452,1.0,0.8928571428571429,0.85
453,1.0,0.32142857142857145,0.2
454,1.0,0.44642857142857145,1.0
455,0.0,0.625,0.1
456,1.0,0.625,0.0
457,1.0,0.32142857142857145,0.2
458,1.0,0.8928571428571429,0.8
459,0.0,0.32142857142857145,0.2
460,1.0,0.8035714285714286,0.9
461,1.0,0.8928571428571429,0.35
462,1.0,0.32142857142857145,0.8
463,1.0,0.44642857142857145,0.35
464,0.0,0.32142857142857145,0.2
465,1.0,0.32142857142857145,0.95
466,1.0,0.44642857142857145,0.25
467,0.0,0.625,0.15
468,0.0,0.017857142857142856,0.5
469,1.0,0.625,0.3
470,0.0,0.017857142857142856,0.5
471,1.0,0.625,0.35
472,1.0,0.625,0.0
473,0.0,0.32142857142857145,0.2
474,1.0,0.44642857142857145,0.85
475,0.0,0.44642857142857145,0.1
476,1.0,0.625,0.0
477,1.0,0.625,0.7
478,1.0,0.8928571428571429,0.8
479,1.0,0.44642857142857145,0.6
480,0.0,0.32142857142857145,0.2
481,1.0,0.8035714285714286,0.35
482,1.0,0.44642857142857145,0.7
483,1.0,0.32142857142857145,0.6
484,0.0,0.017857142857142856,0.5
485,1.0,1.0,0.35
486,1.0,1.0,0.0
487,0.0,0.625,0.85
488,1.0,0.44642857142857145,0.6
489,1.0,0.32142857142857145,0.2
490,1.0,0.017857142857142856,0.5
491,1.0,0.32142857142857145,0.2
492,1.0,0.44642857142857145,0.6
493,1.0,0.8928571428571429,0.35
494,0.0,0.625,0.0
495,1.0,0.32142857142857145,0.5
496,1.0,0.32142857142857145,0.2
497,0.0,0.44642857142857145,0.85
498,1.0,0.625,0.85
499,0.0,0.44642857142857145,0.05
500,0.0,0.32142857142857145,0.1
501,1.0,0.44642857142857145,0.1
502,1.0,0.625,0.3
503,1.0,0.625,0.55
504,1.0,0.44642857142857145,0.1
505,1.0,0.625,0.85
506,1.0,0.44642857142857145,0.8
507,0.0,0.44642857142857145,0.0
508,1.0,0.44642857142857145,0.6
509,1.0,0.44642857142857145,0.1
510,1.0,0.32142857142857145,0.6
511,0.0,0.8035714285714286,0.2
512,1.0,0.625,0.0
513,1.0,0.44642857142857145,0.0
514,1.0,0.44642857142857145,0.1
515,1.0,0.44642857142857145,0.05
516,0.0,1.0,0.7
517,0.0,0.44642857142857145,0.7
518,0.0,0.625,0.6
519,0.0,0.625,0.7
520,0.0,0.625,1.0
521,1.0,1.0,0.35
522,1.0,0.44642857142857145,0.6
523,1.0,0.8928571428571429,0.35
524,1.0,0.32142857142857145,0.0
525,1.0,0.625,0.3
526,1.0,0.8035714285714286,0.85
527,0.0,0.44642857142857145,0.1
528,0.0,0.32142857142857145,0.85
529,1.0,0.625,0.6
530,1.0,0.44642857142857145,0.1
531,0.0,0.32142857142857145,0.7
532,1.0,0.44642857142857145,0.35
533,1.0,0.44642857142857145,0.6
534,1.0,0.44642857142857145,0.75
535,1.0,0.625,0.3
536,1.0,0.44642857142857145,1.0
537,1.0,0.8035714285714286,0.7
538,1.0,1.0,0.8
539,1.0,0.44642857142857145,0.1
540,1.0,0.32142857142857145,0.05
541,0.0,0.32142857142857145,0.2
542,1.0,0.32142857142857145,0.2
543,1.0,0.44642857142857145,0.25
544,1.0,0.625,0.6
545,1.0,0.625,0.85
546,0.0,0.44642857142857145,0.0
547,1.0,0.625,0.6
548,0.0,0.625,0.8
549,1.0,0.44642857142857145,0.3
550,1.0,0.8035714285714286,0.4
551,1.0,0.625,1.0
552,1.0,0.8928571428571429,0.9
553,1.0,0.44642857142857145,0.1
554,1.0,0.44642857142857145,0.6
555,1.0,0.32142857142857145,0.2
556,0.0,0.44642857142857145,0.45
557,1.0,1.0,0.05
558,1.0,0.625,1.0
559,0.0,0.44642857142857145,0.35
560,1.0,0.8035714285714286,0.75
561,0.0,0.32142857142857145,0.7
562,1.0,0.625,1.0
563,1.0,0.44642857142857145,0.2
564,1.0,0.8035714285714286,0.05
565,1.0,0.44642857142857145,0.8
566,1.0,0.44642857142857145,0.85
567,1.0,0.625,1.0
568,0.0,0.8928571428571429,0.85
569,0.0,0.32142857142857145,0.2
570,1.0,0.44642857142857145,0.2
571,1.0,0.8928571428571429,0.25
572,1.0,0.32142857142857145,0.2
573,0.0,0.625,0.1
574,1.0,0.44642857142857145,0.95
575,1.0,0.44642857142857145,0.6
576,0.0,0.8035714285714286,0.75
577,1.0,0.625,0.0
578,1.0,0.32142857142857145,0.85
579,1.0,0.44642857142857145,0.25
580,1.0,0.017857142857142856,0.5
581,1.0,0.8928571428571429,0.7
582,1.0,0.32142857142857145,0.2
583,0.0,0.44642857142857145,0.0
584,0.0,0.44642857142857145,0.0
585,1.0,0.32142857142857145,0.05
586,1.0,0.625,0.7
587,1.0,0.44642857142857145,1.0
588,0.0,0.44642857142857145,0.55
589,1.0,0.32142857142857145,0.1
590,0.0,0.625,0.3
591,1.0,0.44642857142857145,0.0
592,1.0,0.32142857142857145,0.0
593,0.0,0.8928571428571429,0.05
594,0.0,1.0,0.65
595,1.0,0.44642857142857145,0.35
596,0.0,0.44642857142857145,0.05
597,1.0,0.625,0.6
598,1.0,0.625,0.35
599,1.0,0.8928571428571429,0.3
600,1.0,0.625,0.85
601,0.0,0.32142857142857145,1.0
602,0.0,1.0,0.3
603,0.0,0.44642857142857145,0.3
604,1.0,0.8035714285714286,0.85
605,0.0,0.32142857142857145,0.2
606,0.0,0.017857142857142856,0.5
607,1.0,0.44642857142857145,0.0
608,1.0,0.32142857142857145,0.2
609,1.0,0.44642857142857145,0.35
610,1.0,0.44642857142857145,0.2
611,1.0,0.625,0.0
612,1.0,0.8928571428571429,0.35
613,1.0,0.625,1.0
614,1.0,0.625,0.05
615,1.0,0.8928571428571429,0.85
616,1.0,0.44642857142857145,0.35
617,0.0,0.44642857142857145,0.35
618,1.0,0.44642857142857145,0.0
619,0.0,0.32142857142857145,0.05
620,1.0,0.32142857142857145,0.0
621,1.0,0.32142857142857145,0.2
622,1.0,0.44642857142857145,0.0
623,1.0,0.44642857142857145,0.85
624,1.0,0.44642857142857145,0.05
625,0.0,0.625,0.6
626,1.0,0.32142857142857145,0.2
627,1.0,0.8928571428571429,0.1
628,0.0,0.625,0.0
629,0.0,0.017857142857142856,0.5
630,0.0,0.625,0.7
631,1.0,0.625,0.85
632,1.0,0.8035714285714286,0.85
633,1.0,0.44642857142857145,0.85
634,0.0,0.017857142857142856,0.5
635,1.0,1.0,0.85
636,1.0,0.32142857142857145,1.0
637,1.0,0.625,0.6
638,1.0,0.44642857142857145,0.3
639,1.0,0.8035714285714286,0.85
640,1.0,0.32142857142857145,0.2
641,0.0,0.625,0.0
642,0.0,0.625,0.05
643,1.0,0.44642857142857145,0.1
644,1.0,0.44642857142857145,1.0
645,1.0,0.625,1.0
646,1.0,0.625,0.35
647,1.0,0.625,0.6
648,0.0,0.44642857142857145,0.6
649,1.0,0.44642857142857145,0.2
650,1.0,0.44642857142857145,0.85
651,1.0,0.625,0.35
652,1.0,0.32142857142857145,1.0
653,1.0,1.0,0.65
654,1.0,0.8928571428571429,0.35
655,0.0,0.44642857142857145,0.1
656,0.0,0.8035714285714286,0.8
657,0.0,0.8928571428571429,0.65
658,0.0,0.44642857142857145,0.0
659,0.0,0.44642857142857145,0.0
660,1.0,0.8035714285714286,0.8
661,1.0,0.8035714285714286,0.05
662,1.0,0.32142857142857145,0.2
663,0.0,0.44642857142857145,0.35
664,1.0,0.625,0.9
665,1.0,0.32142857142857145,0.1
666,0.0,0.32142857142857145,0.0
667,1.0,0.44642857142857145,0.9
668,0.0,0.44642857142857145,0.15
669,1.0,0.44642857142857145,0.85
670,1.0,0.44642857142857145,0.6
671,1.0,0.32142857142857145,0.2
672,1.0,0.625,0.35
673,1.0,0.44642857142857145,1.0
674,1.0,0.44642857142857145,0.85
675,1.0,0.44642857142857145,1.0
676,1.0,0.32142857142857145,0.8
677,1.0,0.8928571428571429,0.1
678,1.0,0.44642857142857145,0.0
679,1.0,0.625,0.8
680,1.0,0.44642857142857145,0.6
681,1.0,0.625,0.35
682,1.0,0.44642857142857145,0.2
683,1.0,0.44642857142857145,0.2
684,1.0,0.44642857142857145,0.2
685,1.0,0.44642857142857145,0.2
686,1.0,0.32142857142857145,0.2
687,0.0,0.44642857142857145,0.35
688,1.0,1.0,0.65
689,0.0,0.8928571428571429,0.0
690,1.0,0.44642857142857145,0.6
691,1.0,0.625,0.55
692,0.0,0.44642857142857145,0.0
693,1.0,0.625,0.6
694,1.0,0.32142857142857145,0.2
695,0.0,0.32142857142857145,0.05
696,1.0,0.44642857142857145,0.6
697,0.0,0.8928571428571429,0.3
698,1.0,0.32142857142857145,0.2
699,1.0,0.32142857142857145,0.0
700,1.0,0.8928571428571429,0.85
701,0.0,0.32142857142857145,0.2
702,1.0,0.625,0.35
703,0.0,1.0,0.05
704,0.0,0.625,0.4
705,1.0,0.44642857142857145,0.2
706,1.0,0.625,1.0
707,1.0,0.625,0.35
708,1.0,0.44642857142857145,0.0
709,1.0,0.32142857142857145,0.0
710,1.0,0.44642857142857145,1.0
711,1.0,0.44642857142857145,0.9
712,1.0,0.44642857142857145,0.0
713,1.0,0.625,0.35
714,1.0,0.32142857142857145,0.2
715,1.0,0.32142857142857145,0.0
716,1.0,0.32142857142857145,0.2
717,1.0,0.44642857142857145,0.55
718,1.0,0.32142857142857145,0.1
719,1.0,0.017857142857142856,0.0
720,1.0,0.32142857142857145,0.0
721,0.0,0.625,0.45
722,1.0,0.44642857142857145,0.6
723,1.0,0.44642857142857145,0.6
724,1.0,0.8928571428571429,0.65
725,1.0,1.0,0.55
726,0.0,0.44642857142857145,0.45
727,1.0,0.625,0.55
728,1.0,0.44642857142857145,0.3
729,1.0,0.625,0.6
730,1.0,0.44642857142857145,0.0
731,1.0,0.8035714285714286,0.15
732,1.0,0.44642857142857145,0.35
733,1.0,0.625,0.8
734,1.0,0.44642857142857145,0.35
735,1.0,0.44642857142857145,0.7
736,1.0,0.32142857142857145,0.6
737,1.0,0.017857142857142856,0.95
738,1.0,0.32142857142857145,0.85
739,1.0,0.625,0.6
740,1.0,0.44642857142857145,0.7
741,1.0,0.44642857142857145,0.25
742,1.0,0.32142857142857145,0.0
743,0.0,0.017857142857142856,0.1
744,1.0,0.44642857142857145,0.85
745,1.0,0.017857142857142856,0.5
746,0.0,0.32142857142857145,0.95
747,1.0,0.32142857142857145,0.2
748,1.0,0.44642857142857145,0.0
749,1.0,0.625,0.9
750,0.0,0.625,0.45
751,0.0,0.44642857142857145,0.85
752,0.0,0.44642857142857145,0.15
753,1.0,0.017857142857142856,0.5
754,1.0,0.625,0.35
755,0.0,0.625,0.0
756,1.0,0.625,0.0
757,1.0,0.44642857142857145,0.6
758,1.0,0.625,0.35
759,0.0,1.0,0.15
760,1.0,1.0,0.75
761,1.0,0.32142857142857145,0.35
762,1.0,0.017857142857142856,0.5
763,1.0,0.32142857142857145,0.5
764,1.0,0.32142857142857145,1.0
765,1.0,0.44642857142857145,0.85
766,0.0,0.44642857142857145,0.35
767,1.0,0.44642857142857145,0.6
768,1.0,0.44642857142857145,0.6
769,1.0,0.8035714285714286,0.85
770,1.0,0.32142857142857145,0.2
771,0.0,0.8928571428571429,0.05
772,1.0,0.32142857142857145,0.6
773,1.0,0.44642857142857145,0.3
774,1.0,0.32142857142857145,0.2
775,1.0,0.017857142857142856,0.85
776,0.0,0.44642857142857145,0.15
777,1.0,0.32142857142857145,0.95
778,1.0,0.32142857142857145,0.85
779,1.0,0.44642857142857145,0.0
780,1.0,0.44642857142857145,0.85
781,1.0,0.32142857142857145,0.2
782,1.0,1.0,0.05
783,1.0,0.44642857142857145,0.2
784,1.0,0.32142857142857145,0.0
785,1.0,0.32142857142857145,0.95
786,1.0,0.44642857142857145,0.0
787,1.0,0.32142857142857145,0.2
788,1.0,0.44642857142857145,0.0
