USER_ID,ITEM_ID,OUTCOME,OUTCOME_1
user_665,item_4,0,1.5
user_143,item_5,0,1.5
user_338,item_2,0,1.5
user_670,item_2,0,1.5
user_268,item_0,0,1.5
user_179,item_0,0,1.5
user_638,item_6,0,1.5
user_791,item_3,0,1.5
user_745,item_3,1,1.5
user_592,item_3,1,1.5
user_116,item_0,0,1.5
user_543,item_5,1,1.5
user_248,item_5,0,1.5
user_922,item_5,0,1.5
user_244,item_0,0,1.5
user_317,item_4,1,1.5
user_736,item_3,1,1.5
user_923,item_3,1,1.5
user_829,item_2,0,1.5
user_953,item_1,1,1.5
user_148,item_3,1,1.5
user_606,item_0,1,1.5
user_9,item_4,1,1.5
user_718,item_0,0,1.5
user_851,item_3,1,1.5
user_612,item_5,0,1.5
user_628,item_3,0,1.5
user_345,item_1,0,1.5
user_483,item_0,1,1.5
user_2,item_2,0,1.5
user_332,item_3,0,1.5
user_186,item_3,0,1.5
user_240,item_0,0,1.5
user_790,item_2,0,1.5
user_115,item_3,0,1.5
user_705,item_0,0,1.5
user_616,item_3,0,1.5
user_394,item_0,0,1.5
user_743,item_3,0,1.5
user_85,item_5,0,1.5
user_738,item_3,1,1.5
user_976,item_3,1,1.5
user_693,item_3,0,1.5
user_676,item_0,0,1.5
user_839,item_5,1,1.5
user_610,item_2,1,1.5
user_872,item_3,1,1.5
user_431,item_8,0,1.5
user_130,item_0,1,1.5
user_925,item_5,1,1.5
user_267,item_3,1,1.5
user_156,item_3,1,1.5
user_457,item_2,0,1.5
user_246,item_2,1,1.5
user_984,item_0,1,1.5
user_982,item_6,1,1.5
user_446,item_3,0,1.5
user_919,item_0,1,1.5
user_166,item_3,0,1.5
user_680,item_0,0,1.5
user_741,item_4,0,1.5
user_429,item_0,0,1.5
user_39,item_3,0,1.5
user_12,item_1,1,1.5
user_943,item_1,1,1.5
user_776,item_5,0,1.5
user_255,item_2,0,1.5
user_681,item_3,1,1.5
user_947,item_0,1,1.5
user_422,item_1,0,1.5
user_917,item_3,1,1.5
user_912,item_3,0,1.5
user_884,item_2,0,1.5
user_493,item_3,0,1.5
user_448,item_1,1,1.5
user_845,item_6,0,1.5
user_202,item_5,1,1.5
user_84,item_5,1,1.5
user_133,item_3,0,1.5
user_719,item_0,1,1.5
user_682,item_0,0,1.5
user_149,item_5,0,1.5
user_515,item_1,0,1.5
user_13,item_3,0,1.5
user_320,item_2,0,1.5
user_778,item_3,1,1.5
user_649,item_0,0,1.5
user_657,item_3,1,1.5
user_831,item_3,1,1.5
user_601,item_3,1,1.5
user_502,item_0,1,1.5
user_881,item_3,0,1.5
user_57,item_3,0,1.5
user_352,item_5,0,1.5
user_611,item_0,0,1.5
user_33,item_2,1,1.5
user_826,item_1,1,1.5
user_381,item_8,0,1.5
user_833,item_3,1,1.5
user_399,item_3,1,1.5
user_288,item_3,0,1.5
user_213,item_0,1,1.5
user_397,item_0,1,1.5
user_131,item_0,0,1.5
user_45,item_3,0,1.5
user_391,item_3,1,1.5
user_417,item_0,1,1.5
user_980,item_0,0,1.5
user_119,item_2,0,1.5
user_870,item_3,0,1.5
user_669,item_3,0,1.5
user_55,item_6,0,1.5
user_564,item_3,0,1.5
user_950,item_1,1,1.5
user_80,item_0,0,1.5
user_724,item_10,0,1.5
user_667,item_3,0,1.5
user_464,item_3,0,1.5
user_806,item_3,1,1.5
user_715,item_6,1,1.5
user_500,item_3,1,1.5
user_160,item_3,0,1.5
user_67,item_2,0,1.5
user_578,item_3,0,1.5
user_633,item_3,0,1.5
user_892,item_6,0,1.5
user_350,item_8,1,1.5
user_418,item_1,0,1.5
user_89,item_2,1,1.5
user_542,item_2,1,1.5
user_441,item_3,1,1.5
user_473,item_3,0,1.5
user_873,item_2,1,1.5
user_729,item_3,0,1.5
user_410,item_8,1,1.5
user_229,item_0,1,1.5
user_306,item_3,0,1.5
user_343,item_6,1,1.5
user_849,item_0,1,1.5
user_76,item_1,1,1.5
user_587,item_0,1,1.5
user_883,item_5,1,1.5
user_479,item_0,0,1.5
user_304,item_2,1,1.5
user_342,item_3,0,1.5
user_589,item_3,1,1.5
user_558,item_0,0,1.5
user_697,item_1,1,1.5
user_904,item_0,1,1.5
user_48,item_3,1,1.5
user_853,item_3,1,1.5
user_810,item_6,0,1.5
user_436,item_3,0,1.5
user_396,item_0,1,1.5
user_285,item_6,1,1.5
user_685,item_2,1,1.5
user_310,item_3,0,1.5
user_706,item_0,1,1.5
user_334,item_2,1,1.5
user_546,item_3,1,1.5
user_323,item_3,1,1.5
user_475,item_1,1,1.5
user_145,item_3,0,1.5
user_223,item_3,1,1.5
user_232,item_3,1,1.5
user_467,item_0,0,1.5
user_261,item_0,0,1.5
user_907,item_2,1,1.5
user_499,item_3,1,1.5
user_920,item_3,0,1.5
user_636,item_0,1,1.5
user_420,item_3,0,1.5
user_318,item_5,1,1.5
user_598,item_0,1,1.5
user_624,item_3,1,1.5
user_615,item_3,0,1.5
user_222,item_3,0,1.5
user_936,item_0,0,1.5
user_974,item_0,0,1.5
user_534,item_3,1,1.5
user_604,item_3,1,1.5
user_347,item_0,0,1.5
user_924,item_1,1,1.5
user_176,item_3,1,1.5
user_637,item_0,1,1.5
user_999,item_0,0,1.5
user_654,item_3,1,1.5
user_712,item_3,0,1.5
user_59,item_3,0,1.5
user_613,item_2,1,1.5
user_205,item_1,0,1.5
user_458,item_1,1,1.5
user_137,item_3,1,1.5
user_837,item_3,0,1.5
user_53,item_3,1,1.5
user_792,item_5,1,1.5
user_23,item_3,1,1.5
user_744,item_0,0,1.5
user_378,item_2,1,1.5
user_451,item_3,0,1.5
user_455,item_1,1,1.5
user_491,item_3,1,1.5
user_419,item_1,1,1.5
user_58,item_5,0,1.5
user_172,item_3,0,1.5
user_988,item_3,0,1.5
user_454,item_3,0,1.5
user_765,item_3,0,1.5
user_449,item_3,1,1.5
user_142,item_1,1,1.5
user_567,item_0,0,1.5
user_257,item_3,1,1.5
user_227,item_3,0,1.5
user_146,item_6,0,1.5
user_99,item_3,0,1.5
user_868,item_2,0,1.5
user_325,item_5,0,1.5
user_797,item_3,1,1.5
user_29,item_8,1,1.5
user_580,item_0,1,1.5
user_433,item_0,1,1.5
user_871,item_3,0,1.5
user_41,item_2,1,1.5
user_940,item_5,1,1.5
user_787,item_0,1,1.5
user_551,item_0,0,1.5
user_576,item_1,0,1.5
user_749,item_1,0,1.5
user_554,item_3,0,1.5
user_946,item_2,1,1.5
user_349,item_2,0,1.5
user_201,item_1,0,1.5
user_996,item_0,1,1.5
user_505,item_1,0,1.5
user_772,item_3,0,1.5
user_691,item_4,0,1.5
user_82,item_3,1,1.5
user_630,item_0,1,1.5
user_588,item_0,1,1.5
user_252,item_0,0,1.5
user_894,item_2,1,1.5
user_898,item_8,1,1.5
user_830,item_1,1,1.5
user_911,item_3,1,1.5
user_512,item_3,0,1.5
user_106,item_6,1,1.5
user_218,item_3,1,1.5
user_784,item_3,1,1.5
user_645,item_0,1,1.5
user_726,item_0,0,1.5
user_416,item_2,0,1.5
user_18,item_2,1,1.5
user_177,item_5,1,1.5
user_747,item_3,1,1.5
user_552,item_0,0,1.5
user_568,item_3,0,1.5
user_277,item_3,0,1.5
user_764,item_3,1,1.5
user_954,item_3,1,1.5
user_734,item_1,1,1.5
user_79,item_3,0,1.5
user_993,item_3,1,1.5
user_877,item_6,1,1.5
user_959,item_0,0,1.5
user_855,item_3,0,1.5
user_295,item_3,1,1.5
user_461,item_3,1,1.5
user_356,item_3,1,1.5
user_626,item_1,0,1.5
user_235,item_6,0,1.5
user_196,item_5,1,1.5
user_762,item_2,1,1.5
user_335,item_5,1,1.5
user_710,item_0,0,1.5
user_931,item_3,1,1.5
user_709,item_0,0,1.5
user_547,item_0,0,1.5
user_348,item_0,0,1.5
user_40,item_5,1,1.5
user_437,item_3,0,1.5
user_677,item_0,1,1.5
user_890,item_4,1,1.5
user_501,item_0,1,1.5
user_540,item_3,0,1.5
user_360,item_0,1,1.5
user_679,item_0,1,1.5
user_128,item_3,1,1.5
user_557,item_0,1,1.5
user_415,item_3,1,1.5
user_297,item_3,0,1.5
user_918,item_3,1,1.5
user_733,item_2,0,1.5
user_527,item_5,0,1.5
user_110,item_1,0,1.5
user_398,item_3,1,1.5
user_187,item_3,0,1.5
user_440,item_3,0,1.5
user_211,item_2,1,1.5
user_969,item_1,0,1.5
user_423,item_3,1,1.5
user_798,item_3,0,1.5
user_582,item_5,1,1.5
user_496,item_1,0,1.5
user_640,item_5,0,1.5
user_603,item_3,1,1.5
user_962,item_2,1,1.5
user_664,item_6,0,1.5
user_957,item_4,1,1.5
user_315,item_0,0,1.5
user_444,item_3,0,1.5
user_867,item_0,1,1.5
user_595,item_1,1,1.5
user_237,item_1,0,1.5
user_432,item_8,0,1.5
user_821,item_6,1,1.5
user_8,item_3,1,1.5
user_17,item_3,0,1.5
user_140,item_2,1,1.5
user_998,item_3,0,1.5
user_107,item_3,0,1.5
user_250,item_0,1,1.5
user_990,item_0,0,1.5
user_470,item_1,1,1.5
user_276,item_3,1,1.5
user_510,item_1,1,1.5
user_683,item_0,1,1.5
user_173,item_4,1,1.5
user_93,item_3,0,1.5
user_291,item_8,1,1.5
user_390,item_3,1,1.5
user_751,item_3,0,1.5
user_634,item_6,0,1.5
user_652,item_3,1,1.5
user_717,item_1,1,1.5
user_728,item_6,1,1.5
user_241,item_3,1,1.5
user_513,item_6,0,1.5
user_607,item_1,1,1.5
user_852,item_0,1,1.5
user_465,item_3,1,1.5
user_266,item_3,0,1.5
user_900,item_0,1,1.5
user_524,item_5,1,1.5
user_262,item_3,1,1.5
user_635,item_1,1,1.5
user_463,item_4,0,1.5
user_468,item_2,1,1.5
user_945,item_8,0,1.5
user_661,item_1,0,1.5
user_388,item_1,1,1.5
user_972,item_8,0,1.5
user_62,item_3,1,1.5
user_478,item_0,1,1.5
user_136,item_1,1,1.5
user_373,item_0,0,1.5
user_188,item_3,0,1.5
user_30,item_0,1,1.5
user_992,item_9,0,1.5
user_68,item_0,0,1.5
user_309,item_6,0,1.5
user_171,item_0,0,1.5
user_428,item_3,0,1.5
user_819,item_0,0,1.5
user_740,item_3,1,1.5
user_88,item_0,0,1.5
user_523,item_3,0,1.5
user_154,item_1,1,1.5
user_516,item_0,0,1.5
user_38,item_0,0,1.5
user_623,item_2,1,1.5
user_508,item_3,0,1.5
user_387,item_3,1,1.5
user_313,item_1,1,1.5
user_51,item_5,0,1.5
user_404,item_3,1,1.5
user_28,item_2,1,1.5
user_997,item_1,1,1.5
user_346,item_6,0,1.5
user_247,item_0,1,1.5
user_92,item_0,0,1.5
user_132,item_3,1,1.5
user_400,item_3,1,1.5
user_503,item_0,1,1.5
user_312,item_0,0,1.5
user_472,item_3,1,1.5
user_44,item_3,0,1.5
user_840,item_3,1,1.5
user_723,item_3,1,1.5
user_430,item_0,0,1.5
user_102,item_2,0,1.5
user_711,item_3,1,1.5
user_421,item_0,0,1.5
user_490,item_3,0,1.5
user_668,item_1,0,1.5
user_659,item_3,1,1.5
user_760,item_5,0,1.5
user_620,item_5,1,1.5
user_614,item_2,0,1.5
user_181,item_3,0,1.5
user_314,item_2,0,1.5
user_708,item_3,0,1.5
user_732,item_0,0,1.5
user_671,item_0,1,1.5
user_385,item_1,0,1.5
user_978,item_0,1,1.5
user_178,item_1,0,1.5
user_46,item_3,0,1.5
user_913,item_0,0,1.5
user_529,item_3,1,1.5
user_492,item_2,0,1.5
user_774,item_3,0,1.5
user_553,item_0,1,1.5
user_986,item_1,0,1.5
user_905,item_2,1,1.5
user_61,item_3,1,1.5
user_254,item_3,1,1.5
user_100,item_2,1,1.5
user_559,item_1,1,1.5
user_742,item_3,1,1.5
user_414,item_3,0,1.5
user_779,item_8,0,1.5
user_674,item_3,1,1.5
user_64,item_5,0,1.5
user_563,item_5,0,1.5
user_105,item_0,0,1.5
user_808,item_3,0,1.5
user_658,item_3,1,1.5
user_280,item_2,0,1.5
user_494,item_0,0,1.5
user_161,item_3,0,1.5
user_477,item_2,0,1.5
user_518,item_3,1,1.5
user_383,item_5,0,1.5
user_704,item_1,0,1.5
user_409,item_3,1,1.5
user_927,item_3,1,1.5
user_6,item_1,0,1.5
user_193,item_3,1,1.5
user_210,item_5,1,1.5
user_812,item_1,0,1.5
user_60,item_2,0,1.5
user_509,item_0,0,1.5
user_83,item_8,0,1.5
user_828,item_0,0,1.5
user_203,item_3,1,1.5
user_442,item_2,1,1.5
user_157,item_3,0,1.5
user_716,item_1,0,1.5
user_662,item_0,0,1.5
user_989,item_1,1,1.5
user_656,item_5,1,1.5
user_328,item_0,1,1.5
user_771,item_3,1,1.5
user_571,item_3,1,1.5
user_799,item_3,0,1.5
user_549,item_0,1,1.5
user_586,item_0,0,1.5
user_164,item_0,0,1.5
user_251,item_0,0,1.5
user_663,item_3,1,1.5
user_284,item_0,1,1.5
user_879,item_0,0,1.5
user_646,item_8,0,1.5
user_369,item_3,0,1.5
user_584,item_3,1,1.5
user_825,item_0,1,1.5
user_754,item_3,1,1.5
user_200,item_8,1,1.5
user_689,item_3,1,1.5
user_162,item_3,0,1.5
user_545,item_3,0,1.5
user_401,item_5,1,1.5
user_887,item_1,0,1.5
user_192,item_3,1,1.5
user_214,item_3,0,1.5
user_337,item_5,1,1.5
user_854,item_3,0,1.5
user_236,item_5,1,1.5
user_273,item_1,0,1.5
user_489,item_3,0,1.5
user_555,item_3,0,1.5
user_344,item_2,1,1.5
user_843,item_6,1,1.5
user_562,item_0,1,1.5
user_966,item_0,0,1.5
user_538,item_5,0,1.5
user_511,item_5,0,1.5
user_956,item_5,1,1.5
user_757,item_2,1,1.5
user_486,item_3,0,1.5
user_282,item_3,1,1.5
user_818,item_3,0,1.5
user_539,item_3,0,1.5
user_165,item_3,1,1.5
user_75,item_3,1,1.5
user_271,item_8,1,1.5
user_111,item_3,0,1.5
user_294,item_6,1,1.5
user_452,item_1,0,1.5
user_617,item_3,0,1.5
user_21,item_4,0,1.5
user_212,item_3,0,1.5
user_903,item_5,0,1.5
user_168,item_8,1,1.5
user_942,item_4,1,1.5
user_327,item_1,0,1.5
user_824,item_2,0,1.5
user_389,item_8,0,1.5
user_183,item_3,1,1.5
user_153,item_0,0,1.5
user_866,item_1,0,1.5
user_593,item_1,0,1.5
user_54,item_3,1,1.5
user_47,item_3,0,1.5
user_801,item_3,0,1.5
user_296,item_3,0,1.5
user_714,item_5,0,1.5
user_731,item_3,0,1.5
user_175,item_0,1,1.5
user_574,item_3,1,1.5
user_379,item_3,1,1.5
user_209,item_1,1,1.5
user_305,item_1,0,1.5
user_402,item_4,0,1.5
user_144,item_1,1,1.5
user_129,item_3,0,1.5
user_651,item_3,0,1.5
user_395,item_0,1,1.5
user_167,item_0,1,1.5
user_746,item_1,1,1.5
user_783,item_6,0,1.5
user_49,item_2,1,1.5
user_585,item_4,0,1.5
user_372,item_0,1,1.5
user_351,item_8,0,1.5
user_234,item_0,0,1.5
user_249,item_3,1,1.5
user_274,item_2,0,1.5
user_269,item_0,1,1.5
user_42,item_3,1,1.5
user_466,item_0,1,1.5
user_785,item_3,0,1.5
user_50,item_0,1,1.5
user_796,item_1,1,1.5
user_243,item_1,0,1.5
user_260,item_3,0,1.5
user_707,item_6,1,1.5
user_965,item_0,0,1.5
user_901,item_1,1,1.5
user_425,item_5,0,1.5
user_699,item_0,1,1.5
user_874,item_6,0,1.5
user_983,item_3,1,1.5
user_220,item_3,0,1.5
user_537,item_5,0,1.5
user_31,item_3,1,1.5
user_97,item_3,0,1.5
user_809,item_3,0,1.5
user_311,item_5,1,1.5
user_878,item_3,1,1.5
user_190,item_0,0,1.5
user_20,item_1,0,1.5
user_371,item_0,0,1.5
user_975,item_8,0,1.5
user_686,item_1,1,1.5
user_802,item_0,1,1.5
user_507,item_3,0,1.5
user_194,item_1,0,1.5
user_152,item_6,0,1.5
user_226,item_3,1,1.5
user_970,item_8,0,1.5
user_27,item_0,1,1.5
user_495,item_0,1,1.5
user_722,item_3,1,1.5
user_914,item_5,1,1.5
user_519,item_3,0,1.5
