USER_ID,feat1,feat2
user_211,8406.0,8251.0
user_212,0.0,0.0
user_213,0.0,23733.0
user_214,0.0,0.0
user_215,0.0,14505.0
user_216,0.0,21072.0
user_217,0.0,2558.0
user_218,100.0,0.0
user_219,0.0,229.0
user_220,0.0,0.0
user_221,0.0,9487.0
user_222,0.0,0.0
user_223,0.0,0.0
user_224,0.0,1868.0
user_225,0.0,0.0
user_226,0.0,0.0
user_227,0.0,0.0
user_228,0.0,193099.0
user_229,0.0,0.0
user_230,0.0,2594.0
user_231,0.0,2186.0
user_232,0.0,0.0
user_233,0.0,39991.0
user_234,0.0,274.0
user_235,0.0,2538.0
user_236,0.0,0.0
user_237,0.0,189398.0
user_238,0.0,0.0
user_239,0.0,0.0
user_240,200.0,97693.0
user_241,0.0,17078.0
user_242,0.0,0.0
user_243,0.0,1.0
user_244,450.0,4736.0
user_245,0.0,31476.0
user_246,0.0,0.0
user_247,0.0,0.0
user_248,500.0,7420.0
user_249,7500.0,4876.0
user_250,530.0,21541.0
user_251,1300.0,6492.0
user_252,0.0,6854.0
user_253,0.0,8383.0
user_254,0.0,0.0
user_255,0.0,0.0
user_256,0.0,0.0
user_257,1656.0,11889.0
user_258,0.0,3356.0
user_259,10000.0,5073.0
user_260,4160.0,3018.0
user_261,800.0,5232.0
user_262,0.0,0.0
user_263,0.0,0.0
user_264,1078.0,14427.0
user_265,0.0,0.0
user_266,500.0,40003.0
user_267,0.0,0.0
user_268,0.0,0.0
user_269,0.0,0.0
user_270,0.0,0.0
user_271,0.0,0.0
user_272,0.0,2522.0
user_273,0.0,9871.0
user_274,100.0,0.0
user_275,969.0,6586.0
user_276,0.0,7910.0
user_277,0.0,12008.0
user_278,0.0,0.0
user_279,0.0,4052.0
user_280,500.0,1118.0
user_281,265.0,0.0
user_282,3000.0,0.0
user_283,0.0,1160.0
user_284,0.0,2222.0
user_285,0.0,0.0
user_286,0.0,1592.0
user_287,555.0,12167.0
user_288,150.0,68727.0
user_289,0.0,0.0
user_290,1575.0,13994.0
user_291,0.0,0.0
user_292,0.0,1278.0
user_293,0.0,6888.0
user_294,0.0,62156.0
user_295,1174.0,49223.0
user_296,0.0,0.0
user_297,0.0,1268.0
user_298,0.0,0.0
user_299,4125.0,22015.0
user_300,0.0,14873.0
user_301,0.0,27958.0
user_302,1079.0,69842.0
user_303,473.0,8514.0
user_304,0.0,0.0
user_305,0.0,1318.0
user_306,0.0,0.0
user_307,0.0,0.0
user_308,498.0,45836.0
user_309,0.0,16834.0
user_310,0.0,0.0
user_311,0.0,0.0
user_312,0.0,3462.0
user_313,0.0,0.0
user_314,9500.0,21917.0
user_315,0.0,0.0
user_316,0.0,0.0
user_317,0.0,0.0
user_318,0.0,0.0
user_319,0.0,7855.0
user_320,0.0,0.0
user_321,960.0,12587.0
user_322,0.0,0.0
user_323,0.0,10143.0
user_324,0.0,11353.0
user_325,225.0,8455.0
user_326,0.0,14334.0
user_327,0.0,6336.0
user_328,0.0,0.0
user_329,0.0,34591.0
user_330,0.0,4984.0
user_331,6000.0,7611.0
user_332,2000.0,49273.0
user_333,0.0,3206.0
user_334,0.0,0.0
user_335,0.0,0.0
user_336,0.0,0.0
user_337,21253.0,50787.0
user_338,11061.0,10662.0
user_339,0.0,0.0
user_340,0.0,818.0
user_341,0.0,1904.0
user_342,0.0,0.0
user_343,0.0,0.0
user_344,0.0,63975.0
user_345,0.0,0.0
user_346,0.0,1118.0
user_347,0.0,1090.0
user_348,0.0,0.0
user_349,2254.0,1304.0
user_350,0.0,0.0
user_351,0.0,0.0
user_352,3400.0,0.0
user_353,15000.0,28200.0
user_354,0.0,17968.0
user_355,200.0,61499.0
user_356,0.0,6654.0
user_357,0.0,5660.0
user_358,0.0,15934.0
user_359,0.0,32878.0
user_360,200.0,0.0
user_361,0.0,0.0
user_362,0.0,17108.0
user_363,0.0,24384.0
user_364,0.0,10759.0
user_365,0.0,0.0
user_366,0.0,0.0
user_367,0.0,28805.0
user_368,0.0,0.0
user_369,0.0,413.0
user_370,0.0,24655.0
user_371,0.0,3212.0
user_372,0.0,0.0
user_373,0.0,2856.0
user_374,0.0,16816.0
user_375,0.0,0.0
user_376,0.0,1388.0
user_377,0.0,0.0
user_378,0.0,2912.0
user_379,0.0,0.0
user_380,471.0,47332.0
user_381,0.0,14538.0
user_382,0.0,363.0
user_383,4199.0,17621.0
user_384,0.0,0.0
user_385,0.0,10638.0
user_386,0.0,13361.0
user_387,2100.0,2867.0
user_388,0.0,2132.0
user_389,0.0,50763.0
user_390,0.0,5819.0
user_391,0.0,5319.0
user_392,0.0,0.0
user_393,0.0,22377.0
user_394,3184.0,3416.0
user_395,3264.0,0.0
user_396,0.0,0.0
user_397,0.0,0.0
user_398,0.0,156.0
user_399,0.0,10590.0
user_400,0.0,0.0
user_401,200.0,603.0
user_402,0.0,10374.0
user_403,0.0,0.0
user_404,3657.0,1370.0
user_405,0.0,0.0
user_406,0.0,3434.0
user_407,7788.0,2834.0
user_408,312.0,38217.0
user_409,0.0,33469.0
user_410,0.0,234.0
user_411,153.0,53844.0
user_412,0.0,3456.0
user_413,0.0,9472.0
user_414,0.0,0.0
user_415,0.0,18323.0
user_416,0.0,271.0
user_417,16117.0,40465.0
user_418,0.0,4636.0
user_419,494.0,18037.0
user_420,0.0,4747.0
user_421,0.0,0.0
user_422,400.0,79113.0
user_423,0.0,0.0
user_424,0.0,0.0
user_425,0.0,31950.0
user_426,0.0,0.0
user_427,5946.0,28091.0
user_428,0.0,10853.0
user_429,0.0,6414.0
user_430,0.0,0.0
user_431,0.0,1013.0
user_432,0.0,533.0
user_433,0.0,0.0
user_434,5088.0,29383.0
user_435,0.0,1068.0
user_436,0.0,0.0
user_437,450.0,15144.0
user_438,0.0,0.0
user_439,0.0,8.0
user_440,9600.0,57163.0
user_441,0.0,5856.0
user_442,0.0,3338.0
user_443,1000.0,41971.0
user_444,0.0,2036.0
user_445,0.0,0.0
user_446,0.0,14642.0
user_447,0.0,0.0
user_448,0.0,27928.0
user_449,0.0,81353.0
user_450,0.0,0.0
user_451,0.0,0.0
user_452,0.0,231.0
user_453,0.0,0.0
user_454,0.0,1658.0
user_455,0.0,0.0
user_456,0.0,0.0
user_457,0.0,8977.0
user_458,0.0,0.0
user_459,0.0,0.0
user_460,0.0,1986.0
user_461,0.0,0.0
user_462,0.0,1455.0
user_463,0.0,0.0
user_464,0.0,34946.0
user_465,25.0,3381.0
user_466,0.0,5589.0
user_467,0.0,0.0
user_468,260.0,11606.0
user_469,493.0,0.0
user_470,0.0,0.0
user_471,0.0,17961.0
user_472,0.0,0.0
user_473,0.0,763.0
user_474,1000.0,18135.0
user_475,0.0,24838.0
user_476,758.0,13883.0
user_477,0.0,603.0
user_478,381.0,9516.0
user_479,0.0,0.0
user_480,0.0,0.0
user_481,0.0,2772.0
user_482,0.0,0.0
user_483,0.0,20886.0
user_484,0.0,413.0
user_485,0.0,753.0
user_486,0.0,17758.0
user_487,0.0,0.0
user_488,0.0,0.0
user_489,0.0,8097.0
user_490,0.0,0.0
user_491,0.0,0.0
user_492,264.0,22514.0
user_493,0.0,632.0
user_494,0.0,116945.0
user_495,0.0,868.0
user_496,0.0,0.0
user_497,0.0,5886.0
user_498,500.0,0.0
user_499,0.0,111.0
user_500,0.0,4.0
user_501,0.0,0.0
user_502,14396.0,49736.0
user_503,0.0,49210.0
user_504,0.0,0.0
user_505,0.0,3827.0
user_506,0.0,0.0
user_507,0.0,21664.0
user_508,2977.0,198035.0
user_509,0.0,0.0
user_510,0.0,14984.0
user_511,0.0,0.0
user_512,0.0,6757.0
user_513,0.0,1218.0
user_514,0.0,7399.0
user_515,120.0,247.0
user_516,0.0,0.0
user_517,0.0,10341.0
user_518,0.0,34775.0
user_519,0.0,465.0
user_520,0.0,0.0
user_521,0.0,5402.0
user_522,0.0,0.0
user_523,0.0,328.0
user_524,0.0,4484.0
user_525,3500.0,0.0
user_526,1856.0,92008.0
user_527,0.0,218.0
user_528,0.0,3032.0
user_529,0.0,0.0
user_530,0.0,14411.0
user_531,500.0,9583.0
user_532,0.0,0.0
user_533,0.0,8074.0
user_534,0.0,695.0
user_535,7260.0,20513.0
user_536,0.0,2107.0
user_537,0.0,0.0
user_538,0.0,12343.0
user_539,19598.0,7196.0
user_540,0.0,2896.0
user_541,0.0,0.0
user_542,0.0,0.0
user_543,0.0,4604.0
user_544,0.0,6684.0
user_545,0.0,553.0
user_546,0.0,16.0
user_547,1100.0,0.0
user_548,0.0,0.0
user_549,0.0,9623.0
user_550,464.0,17704.0
user_551,1610.0,16990.0
user_552,0.0,5388.0
user_553,0.0,0.0
user_554,0.0,0.0
user_555,1083.0,5718.0
user_556,3332.0,22511.0
user_557,0.0,3476.0
user_558,0.0,152.0
user_559,0.0,0.0
user_560,0.0,0.0
user_561,475.0,7826.0
user_562,0.0,57307.0
user_563,0.0,0.0
user_564,0.0,593.0
user_565,9173.0,9163.0
user_566,0.0,0.0
user_567,0.0,0.0
user_568,0.0,4885.0
user_569,0.0,2096.0
user_570,0.0,10462.0
user_571,420.0,9031.0
user_572,0.0,0.0
user_573,0.0,4819.0
user_574,8797.0,0.0
user_575,0.0,726.0
user_576,0.0,3320.0
user_577,750.0,703.0
user_578,0.0,8562.0
user_579,464.0,1328.0
user_580,0.0,8317.0
user_581,0.0,0.0
user_582,0.0,1620.0
user_583,2249.0,66444.0
user_584,0.0,36270.0
user_585,2690.0,40662.0
user_586,0.0,35940.0
user_587,0.0,1454.0
user_588,0.0,0.0
user_589,0.0,4802.0
user_590,0.0,0.0
user_591,0.0,1070.0
user_592,484.0,9219.0
user_593,0.0,24519.0
user_594,2600.0,9219.0
user_595,0.0,9923.0
user_596,0.0,0.0
user_597,0.0,25043.0
user_598,500.0,66618.0
user_599,500.0,16486.0
user_600,0.0,23929.0
user_601,0.0,33847.0
user_602,0.0,0.0
user_603,0.0,2474.0
user_604,0.0,0.0
user_605,24686.0,0.0
user_606,0.0,25587.0
user_607,0.0,4256.0
user_608,0.0,698.0
user_609,0.0,0.0
user_610,525.0,6975.0
user_611,0.0,1437.0
user_612,0.0,1568.0
user_613,0.0,0.0
user_614,0.0,0.0
user_615,0.0,16174.0
user_616,0.0,503.0
user_617,1000.0,26123.0
user_618,0.0,6084.0
user_619,0.0,0.0
user_620,2664.0,30880.0
user_621,0.0,18878.0
user_622,0.0,2033.0
user_623,0.0,403.0
user_624,0.0,0.0
user_625,0.0,0.0
user_626,0.0,8119.0
user_627,1047.0,25797.0
user_628,0.0,0.0
user_629,0.0,0.0
user_630,0.0,949.0
user_631,0.0,3572.0
user_632,0.0,14039.0
user_633,750.0,0.0
user_634,0.0,2156.0
user_635,36956.0,2486.0
user_636,0.0,0.0
user_637,0.0,0.0
user_638,0.0,0.0
user_639,0.0,0.0
user_640,0.0,44174.0
user_641,0.0,0.0
user_642,0.0,45449.0
user_643,0.0,15754.0
user_644,0.0,1124.0
user_645,0.0,0.0
user_646,0.0,2828.0
user_647,0.0,0.0
user_648,0.0,0.0
user_649,0.0,1226.0
user_650,0.0,2492.0
user_651,200.0,3698.0
user_652,400.0,57622.0
user_653,0.0,0.0
user_654,0.0,5047.0
user_655,0.0,0.0
user_656,1028.0,453.0
user_657,0.0,48506.0
user_658,0.0,0.0
user_659,0.0,26346.0
user_660,0.0,2228.0
user_661,0.0,0.0
user_662,0.0,0.0
user_663,0.0,1690.0
user_664,15079.0,16970.0
user_665,175.0,52026.0
user_666,0.0,12173.0
user_667,0.0,780.0
user_668,0.0,52244.0
user_669,0.0,0.0
user_670,0.0,30602.0
user_671,0.0,4430.0
user_672,0.0,9689.0
user_673,0.0,9777.0
user_674,0.0,1760.0
user_675,0.0,0.0
user_676,270.0,6810.0
user_677,0.0,3032.0
user_678,0.0,12728.0
user_679,0.0,0.0
user_680,0.0,21815.0
user_681,0.0,11265.0
user_682,0.0,4460.0
user_683,35.0,14488.0
user_684,0.0,2096.0
user_685,500.0,0.0
user_686,0.0,2744.0
user_687,0.0,2666.0
user_688,0.0,5734.0
user_689,0.0,30062.0
user_690,0.0,25172.0
user_691,0.0,0.0
user_692,0.0,0.0
user_693,0.0,12310.0
user_694,0.0,22859.0
user_695,0.0,0.0
user_696,0.0,0.0
user_697,0.0,2370.0
user_698,6501.0,11265.0
user_699,0.0,3890.0
user_700,0.0,5189.0
user_701,0.0,11419.0
user_702,0.0,0.0
user_703,0.0,0.0
user_704,0.0,13570.0
user_705,0.0,618.0
user_706,0.0,25332.0
user_707,0.0,83097.0
user_708,0.0,9813.0
user_709,0.0,2438.0
user_710,0.0,3764.0
user_711,10400.0,31523.0
user_712,13832.0,7662.0
user_713,0.0,2504.0
user_714,0.0,752.0
user_715,12760.0,18826.0
user_716,0.0,0.0
user_717,11050.0,133191.0
user_718,1035.0,0.0
user_719,0.0,22174.0
user_720,0.0,2426.0
user_721,0.0,219.0
user_722,0.0,0.0
user_723,0.0,32644.0
user_724,0.0,1013.0
user_725,0.0,0.0
user_726,0.0,0.0
user_727,0.0,1118.0
user_728,1000.0,0.0
user_729,298.0,4604.0
user_730,0.0,1553.0
user_731,0.0,2030.0
user_732,400.0,4628.0
user_733,0.0,0.0
user_734,525.0,37038.0
user_735,0.0,17470.0
user_736,0.0,0.0
user_737,0.0,0.0
user_738,0.0,11001.0
user_739,0.0,29931.0
user_740,0.0,0.0
user_741,0.0,0.0
user_742,477.0,2973.0
user_743,0.0,393.0
user_744,0.0,2293.0
user_745,21947.0,7745.0
user_746,0.0,3710.0
user_747,0.0,1400.0
user_748,0.0,0.0
user_749,1000.0,6865.0
user_750,0.0,154.0
user_751,0.0,0.0
user_752,0.0,5512.0
user_753,0.0,0.0
user_754,400.0,13685.0
user_755,0.0,0.0
user_756,500.0,4560.0
user_757,2800.0,34052.0
user_758,0.0,0.0
user_759,0.0,0.0
user_760,7275.0,4166.0
user_761,0.0,4142.0
user_762,0.0,1772.0
user_763,0.0,0.0
user_764,0.0,0.0
user_765,0.0,0.0
user_766,500.0,0.0
user_767,0.0,28934.0
user_768,0.0,3241.0
user_769,0.0,6656.0
user_770,7500.0,2876.0
user_771,0.0,6343.0
user_772,9761.0,8072.0
user_773,485.0,17426.0
user_774,26260.0,428.0
user_775,0.0,32588.0
user_776,0.0,0.0
user_777,0.0,7648.0
user_778,0.0,0.0
user_779,0.0,7164.0
user_780,0.0,1964.0
user_781,0.0,2960.0
user_782,0.0,8999.0
user_783,5.0,14425.0
user_784,0.0,2502.0
user_785,2539.0,5589.0
user_786,418.0,698.0
user_787,0.0,7025.0
user_788,551.0,8862.0
user_789,0.0,2588.0
user_790,0.0,348.0
user_791,37043.0,6828.0
user_792,0.0,0.0
user_793,13724.0,12470.0
user_794,0.0,17206.0
user_795,0.0,0.0
user_796,2000.0,13013.0
user_797,0.0,0.0
user_798,0.0,996.0
user_799,585.0,18432.0
user_800,0.0,0.0
user_801,0.0,10462.0
user_802,0.0,8358.0
user_803,1500.0,91.0
user_804,0.0,2894.0
user_805,0.0,14081.0
user_806,43780.0,31552.0
user_807,625.0,20275.0
user_808,0.0,7780.0
user_809,0.0,16294.0
user_810,0.0,2552.0
user_811,0.0,0.0
user_812,0.0,14213.0
user_813,0.0,7859.0
user_814,0.0,1346.0
user_815,0.0,7844.0
user_816,0.0,408.0
user_817,0.0,328.0
user_818,0.0,8460.0
user_819,0.0,18094.0
user_820,858.0,162708.0
user_821,0.0,1733.0
user_822,625.0,7903.0
user_823,0.0,12871.0
user_824,0.0,38212.0
user_825,4900.0,8097.0
user_826,0.0,0.0
user_827,0.0,0.0
user_828,0.0,658.0
user_829,0.0,26.0
user_830,0.0,0.0
user_831,0.0,3302.0
user_832,770.0,10678.0
user_833,0.0,4550.0
user_834,0.0,0.0
user_835,1.0,14100.0
user_836,500.0,1374.0
user_837,861.0,2420.0
user_838,0.0,1550.0
user_839,4613.0,30611.0
user_840,0.0,0.0
user_841,0.0,0.0
user_842,1781.0,53674.0
user_843,0.0,0.0
user_844,0.0,2258.0
user_845,0.0,0.0
user_846,4390.0,25913.0
user_847,0.0,0.0
user_848,0.0,59918.0
user_849,0.0,0.0
user_850,0.0,9632.0
user_851,0.0,0.0
user_852,0.0,0.0
user_853,0.0,1868.0
user_854,0.0,0.0
user_855,0.0,0.0
user_856,0.0,0.0
user_857,0.0,0.0
user_858,817.0,19652.0
user_859,0.0,193.0
user_860,1000.0,13937.0
user_861,0.0,50417.0
user_862,0.0,0.0
user_863,0.0,12816.0
user_864,0.0,573.0
user_865,0.0,4668.0
user_866,0.0,3782.0
user_867,6300.0,13231.0
user_868,2000.0,0.0
user_869,0.0,4200.0
user_870,0.0,1585.0
user_871,0.0,0.0
user_872,0.0,0.0
user_873,0.0,0.0
user_874,0.0,2668.0
user_875,0.0,27610.0
user_876,470.0,23495.0
user_877,0.0,0.0
user_878,0.0,2180.0
user_879,300.0,14779.0
user_880,0.0,1910.0
user_881,0.0,2342.0
user_882,0.0,0.0
user_883,0.0,11562.0
user_884,0.0,0.0
user_885,0.0,119.0
user_886,0.0,0.0
user_887,0.0,19614.0
user_888,0.0,0.0
user_889,3500.0,0.0
user_890,0.0,21.0
user_891,0.0,0.0
user_892,0.0,226.0
user_893,0.0,3836.0
user_894,1320.0,44735.0
user_895,2000.0,3797.0
user_896,0.0,5963.0
user_897,0.0,1208.0
user_898,0.0,0.0
user_899,0.0,0.0
user_900,0.0,205173.0
user_901,422.0,7270.0
user_902,0.0,3598.0
user_903,12319.0,10635.0
user_904,0.0,0.0
user_905,0.0,0.0
user_906,0.0,1088.0
user_907,0.0,5423.0
user_908,0.0,13938.0
user_909,0.0,181.0
user_910,3456.0,19864.0
user_911,0.0,3986.0
user_912,0.0,17350.0
user_913,11500.0,8209.0
user_914,0.0,0.0
user_915,0.0,0.0
user_916,0.0,0.0
user_917,0.0,16043.0
user_918,0.0,0.0
user_919,0.0,0.0
user_920,0.0,3692.0
user_921,120.0,137822.0
user_922,0.0,0.0
user_923,260.0,25683.0
user_924,0.0,0.0
user_925,0.0,10374.0
user_926,0.0,19866.0
user_927,0.0,1496.0
user_928,1100.0,40625.0
user_929,0.0,0.0
user_930,0.0,0.0
user_931,0.0,18600.0
user_932,0.0,0.0
user_933,1794.0,7724.0
user_934,0.0,4000.0
user_935,0.0,563.0
user_936,0.0,32399.0
user_937,0.0,2126.0
user_938,0.0,5782.0
user_939,0.0,2120.0
user_940,0.0,673.0
user_941,600.0,2112.0
user_942,0.0,0.0
user_943,0.0,0.0
user_944,0.0,6215.0
user_945,50.0,8356.0
user_946,0.0,0.0
user_947,0.0,0.0
user_948,0.0,2732.0
user_949,182.0,7228.0
user_950,0.0,2354.0
user_951,0.0,2172.0
user_952,0.0,0.0
user_953,0.0,0.0
user_954,4465.0,50258.0
user_955,0.0,717.0
user_956,0.0,0.0
user_957,0.0,0.0
user_958,0.0,4604.0
user_959,0.0,0.0
user_960,0.0,2876.0
user_961,0.0,0.0
user_962,0.0,46425.0
user_963,0.0,0.0
user_964,3700.0,0.0
user_965,0.0,5424.0
user_966,0.0,0.0
user_967,0.0,0.0
user_968,21465.0,33632.0
user_969,0.0,0.0
user_970,0.0,0.0
user_971,0.0,868.0
user_972,6525.0,74024.0
user_973,260.0,1608.0
user_974,0.0,30500.0
user_975,0.0,0.0
user_976,0.0,0.0
user_977,0.0,1400.0
user_978,0.0,7657.0
user_979,4367.0,45654.0
user_980,0.0,0.0
user_981,0.0,0.0
user_982,0.0,104.0
user_983,0.0,0.0
user_984,474.0,66896.0
user_985,0.0,0.0
user_986,0.0,244.0
user_987,0.0,16318.0
user_988,0.0,0.0
user_989,0.0,0.0
user_990,0.0,0.0
user_991,0.0,343.0
user_992,0.0,0.0
user_993,0.0,0.0
user_994,2370.0,0.0
user_995,45705.0,44792.0
user_996,0.0,0.0
user_997,0.0,5886.0
user_998,0.0,26077.0
user_999,0.0,9107.0
user_1000,0.0,0.0
user_1001,0.0,15622.0
user_1002,0.0,0.0
user_1003,30993.0,22044.0
user_1004,0.0,0.0
user_1005,0.0,0.0
user_1006,0.0,32845.0
user_1007,0.0,6501.0
user_1008,531.0,35907.0
user_1009,0.0,12046.0
user_1010,0.0,0.0
user_1011,22806.0,72343.0
user_1012,0.0,0.0
user_1013,0.0,10756.0
user_1014,0.0,1500.0
user_1015,1025.0,14169.0
user_1016,500.0,19359.0
user_1017,0.0,0.0
user_1018,0.0,2740.0
user_1019,0.0,0.0
user_1020,0.0,16210.0
user_1021,4270.0,124064.0
user_1022,0.0,31421.0
user_1023,0.0,406.0
user_1024,0.0,0.0
user_1025,24800.0,223388.0
user_1026,360.0,35936.0
user_1027,0.0,0.0
user_1028,24000.0,9847.0
user_1029,0.0,46511.0
user_1030,0.0,9728.0
user_1031,0.0,0.0
user_1032,0.0,0.0
user_1033,0.0,7767.0
user_1034,0.0,20623.0
user_1035,0.0,0.0
user_1036,0.0,16865.0
user_1037,360.0,13399.0
user_1038,1800.0,45308.0
user_1039,0.0,13063.0
user_1040,0.0,0.0
user_1041,400.0,1778.0
user_1042,0.0,38307.0
user_1043,0.0,21965.0
user_1044,0.0,17468.0
user_1045,0.0,0.0
user_1046,0.0,0.0
user_1047,4958.0,14818.0
user_1048,125.0,0.0
user_1049,0.0,2474.0
user_1050,0.0,29299.0
user_1051,0.0,3278.0
user_1052,0.0,3086.0
user_1053,0.0,0.0
user_1054,0.0,0.0
user_1055,25.0,22677.0
user_1056,0.0,11833.0
user_1057,0.0,0.0
user_1058,2463.0,2166.0
user_1059,390.0,9719.0
user_1060,0.0,4730.0
user_1061,600.0,1610.0
user_1062,0.0,17026.0
user_1063,0.0,0.0
user_1064,0.0,0.0
user_1065,0.0,0.0
user_1066,0.0,0.0
user_1067,0.0,12277.0
user_1068,0.0,0.0
user_1069,0.0,4802.0
user_1070,0.0,5084.0
user_1071,0.0,540.0
user_1072,0.0,10374.0
user_1073,0.0,910.0
user_1074,3000.0,46586.0
user_1075,0.0,0.0
user_1076,0.0,0.0
user_1077,500.0,48494.0
user_1078,0.0,0.0
user_1079,0.0,0.0
user_1080,1225.0,2186.0
user_1081,0.0,14510.0
user_1082,0.0,2550.0
user_1083,0.0,2282.0
user_1084,0.0,2456.0
user_1085,0.0,0.0
user_1086,0.0,4148.0
user_1087,0.0,308.0
user_1088,0.0,39270.0
user_1089,0.0,0.0
user_1090,1274.0,19227.0
user_1091,0.0,2276.0
user_1092,0.0,6562.0
